site_code,reference_id,period_id,site_type_id,context_id,notes,assemblage_date
TBING01,166,13,99,0,"From Wilhelma zoo (Stuttgart, Germany). Old individual and few parts of the skeleton exhibit exostosis, which may influence otseometric analysis. Measurements that can be biased are mentioned in notes.",
TELAV01,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV02,166,13,99,0,"From Hai Bar Carmel Reserve (Haifa). Reintroduced into the wild, to Nahal Keziv Nature Reserve in Galilee.",
TELAV03,166,13,99,0,"From Hai Bar Carmel Reserve (Haifa). Reintroduced into the wild, to Nahal Keziv Nature Reserve in Galilee.",
TELAV04,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV05,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV06,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV07,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV08,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV09,166,13,99,0,"From Hai Bar Carmel Reserve (Haifa). Reintroduced into the wild, to Nahal Keziv Nature Reserve in Galilee.",
TELAV10,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV11,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV12,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV13,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV14,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV15,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV16,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV17,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV18,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV19,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV20,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV21,166,13,99,0,"From Hai Bar Carmel Reserve (Haifa). Reintroduced into the wild, to Nahal Keziv Nature Reserve in Galilee.",
TELAV22,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV23,166,13,99,0,"From Hai Bar Carmel Reserve (Haifa). Reintroduced into the wild, to Nahal Keziv Nature Reserve in Galilee.",
TELAV24,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV25,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV26,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV27,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV28,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV29,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV30,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TELAV31,166,13,99,0,From Hai Bar Carmel Reserve (Haifa).,
TENT001,179,2,8,0,"Despite issues with stratigraphic correlation between the latest occupations and radiocarbon dating, the village was established possibly at the end of the early Cypro-PPNB (c. 7,500 BC), but with an attested occupation during the late Cypro-PPNB and Aceramic period (Khirokitia culture), from c. 7,200 to 5,300 BC, before being abandoned. After a gap of a few centuries, the site was reoccupied during the Ceramic period (Sotira culture) c. 4,600 BC. The majority of measurements correspond to the e",
TERME01,165,13,99,0,,
TERME02,165,13,99,0,,
TERME03,165,13,99,0,,
TERME04,165,13,99,0,,
TERME05,165,13,99,0,,
TESTE01,95,11,12,0,,13th to 14th century AD
THEOP01,59,2,2,0,Hamilakis & Harris pers.comm.<br />We are probably going to double check these ids.,Neolithic
THERM01,8,4,8,0,Fragments of antlers and limb bones. No data.,Bronze Age
THERM01,193,4,2,0,,
THERM02,124,2,8,0,,late Neolithic
TORBE01,42,6,5,0,N.B. animal bones identified by Cunliffe under guidance of E. Higgs.,Iron Age
TORRE01,80,8,13,0,See email correspondance.,2nd to 4th century
TOTHI01,151,8,99,0,,
TREVE01,169,6,5,0,,
TRIM001,182,11,1,0,,
TROIA01,164,4,8,0,,
TROWB01,28,9,6,0,,950-1139 AD (period 4)
TROWB01,28,11,1,0,,1139-1200 AD (period 5)
ULUC001,186,2,99,0,,
ULUC001,186,3,99,0,,
ULUC001,209,2,99,0,,
ULUC001,209,3,8,0,,
ULUC001,209,4,99,0,,
URTIA01,170,14,2,0,,
VALKE01,96,8,12,0,Worked.,Roman
VASSI01,124,2,8,0,Unpublished PhD thesis.,Neolithic (MN-LLN)
VATTE01,133,11,1,0,,Medieval
VERGI01,170,14,2,0,,
VEYRI01,170,14,2,0,,
VOGEL01,170,14,2,0,,
WESTE01,33,11,12,0,"Data taken from unpublished AML report, published report should be out soon (Serjeantson pers. comm.)",12th to 13th century AD
WESTG01,132,11,12,3,,15th/16th century
WESTK01,171,3,99,0,,
WETW001,169,8,8,0,,
WETW001,191,6,8,0,,
WETW001,192,6,8,0,,
WHITE01,13,8,12,0,R. Bendrey/Canterbury Archaeological Trust provided the fallow bones.<br />Report should be out Dec. '07.<br />Cutmarks.,Roman
WICKH01,36,11,12,0,Measurements provided in report but division into phases includes late med. Data therefore not entered here.,Medieval
WIGMO01,137,11,1,0,,13th-15th century
WIGMO01,137,12,1,0,,16th-20th century
WIND001,204,11,1,0,,
WINNA01,169,7,8,0,,
WRAYS01,41,9,8,0,(dating issues),Early Medieval
WROXE01,84,8,12,0,Tentative id as fallow pg. 328,130-170 AD
WROXE01,93,8,12,0,Two bones thought to be from the same animal.,1st to 3rd century AD
WYTH0
